DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/15/2015,21:28,BROOKLYN,11215,40.6679751,-73.9873006,"(40.6679751, -73.9873006)",5 AVENUE,11 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3317050,UNKNOWN,BICYCLE,,,
10/15/2015,21:25,QUEENS,11373,40.74541,-73.889257,"(40.74541, -73.889257)",76 STREET,41 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3316057,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,21:15,MANHATTAN,10029,40.7922448,-73.9441814,"(40.7922448, -73.9441814)",EAST 107 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315591,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,21:15,BROOKLYN,11237,40.6942605,-73.9103549,"(40.6942605, -73.9103549)",JEFFERSON AVENUE,KNICKERBOCKER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316501,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,21:14,MANHATTAN,10004,40.7017826,-74.0111659,"(40.7017826, -74.0111659)",BROAD STREET,SOUTH STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3315478,TAXI,OTHER,,,
10/15/2015,21:14,BROOKLYN,11238,40.679049,-73.9585677,"(40.679049, -73.9585677)",CLASSON AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3316478,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,21:11,MANHATTAN,10003,40.7360199,-73.9822683,"(40.7360199, -73.9822683)",2 AVENUE,EAST 20 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316206,PASSENGER VEHICLE,VAN,,,
10/15/2015,21:09,BRONX,10468,40.8659982,-73.8998013,"(40.8659982, -73.8998013)",WEST 192 STREET,DAVIDSON AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315735,PASSENGER VEHICLE,TAXI,,,
10/15/2015,21:04,,,,,,EAST 13 STREET,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,3316934,PASSENGER VEHICLE,,,,
10/15/2015,21:03,BROOKLYN,11223,40.5926633,-73.9706295,"(40.5926633, -73.9706295)",AVENUE W,WEST STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3316933,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,21:00,MANHATTAN,10014,40.7402973,-74.007939,"(40.7402973, -74.007939)",LITTLE WEST 12 STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3316176,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,20:57,MANHATTAN,10014,40.7291123,-74.0106725,"(40.7291123, -74.0106725)",WEST STREET,WEST HOUSTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316175,TAXI,PASSENGER VEHICLE,,,
10/15/2015,20:50,MANHATTAN,10026,40.8011551,-73.9596475,"(40.8011551, -73.9596475)",WEST 110 STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315597,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,20:47,MANHATTAN,10011,40.7336114,-73.9995562,"(40.7336114, -73.9995562)",AVENUE OF THE AMERICAS,WEST 8 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316174,TAXI,PASSENGER VEHICLE,,,
10/15/2015,20:45,,,,,,LAUREL HILL BOULEVARD,61 STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3316624,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316186,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:45,BROOKLYN,11223,40.5993141,-73.9857472,"(40.5993141, -73.9857472)",25 AVENUE,STILLWELL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316950,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,20:40,BROOKLYN,11210,40.6317075,-73.946481,"(40.6317075, -73.946481)",FLATBUSH AVENUE,AVENUE H,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3316996,UNKNOWN,BICYCLE,,,
10/15/2015,20:32,MANHATTAN,10030,40.8240317,-73.9447582,"(40.8240317, -73.9447582)",WEST 145 STREET,SAINT NICHOLAS AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3316287,PASSENGER VEHICLE,,,,
10/15/2015,20:30,,,,,,ASTORIA BOULEVARD,31 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317255,TAXI,TAXI,,,
10/15/2015,20:30,QUEENS,11356,40.7786169,-73.8388611,"(40.7786169, -73.8388611)",130 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3316038,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:30,MANHATTAN,10016,40.7501572,-73.9769843,"(40.7501572, -73.9769843)",EAST 40 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315540,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:30,BRONX,10461,40.847006,-73.8322799,"(40.847006, -73.8322799)",CROSBY AVENUE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315684,PASSENGER VEHICLE,BUS,,,
10/15/2015,20:27,QUEENS,11372,40.7473426,-73.8867166,"(40.7473426, -73.8867166)",79 STREET,ROOSEVELT AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,3317853,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,20:25,BROOKLYN,11206,40.7116424,-73.9439099,"(40.7116424, -73.9439099)",GRAND STREET,GRAHAM AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315910,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,20:20,QUEENS,11434,40.670854,-73.7718976,"(40.670854, -73.7718976)",140 AVENUE,167 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3316099,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,20:18,MANHATTAN,10036,40.7603532,-73.991232,"(40.7603532, -73.991232)",WEST 46 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316231,TAXI,BICYCLE,,,
10/15/2015,20:15,BROOKLYN,11208,40.6745324,-73.8688365,"(40.6745324, -73.8688365)",BELMONT AVENUE,HEMLOCK STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3316465,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,20:15,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316382,PASSENGER VEHICLE,OTHER,,,
10/15/2015,20:10,MANHATTAN,10034,40.8644625,-73.9189434,"(40.8644625, -73.9189434)",WEST 207 STREET,10 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3315628,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,18:56,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,Fatigued/Drowsy,,,3316172,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/15/2015,18:55,QUEENS,11365,40.7284841,-73.8052223,"(40.7284841, -73.8052223)",164 STREET,72 AVENUE,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,3316620,SPORT UTILITY / STATION WAGON,,,,
10/15/2015,18:55,QUEENS,11372,40.7476924,-73.8937969,"(40.7476924, -73.8937969)",BROADWAY,72 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317852,SPORT UTILITY / STATION WAGON,TAXI,,,
10/15/2015,18:55,BROOKLYN,11218,40.6463789,-73.97084,"(40.6463789, -73.97084)",CONEY ISLAND AVENUE,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316997,VAN,PASSENGER VEHICLE,,,
10/15/2015,18:51,,,40.7471163,-73.9689359,"(40.7471163, -73.9689359)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315539,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:50,,,40.7851513,-73.9406208,"(40.7851513, -73.9406208)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316253,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:50,,,,,,VICTORY BOULEVARD,MORANI STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3316684,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,18:50,MANHATTAN,10018,40.7565272,-73.994019,"(40.7565272, -73.994019)",9 AVENUE,WEST 39 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,3315535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:45,MANHATTAN,10010,40.7366018,-73.9818424,"(40.7366018, -73.9818424)",EAST 21 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Lost Consciousness,,,,3316205,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/15/2015,18:45,BROOKLYN,11225,40.6615699,-73.9507246,"(40.6615699, -73.9507246)",NOSTRAND AVENUE,LINCOLN ROAD,,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,3316445,PASSENGER VEHICLE,,,,
10/15/2015,18:45,QUEENS,11369,40.7681288,-73.8762443,"(40.7681288, -73.8762443)",94 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317869,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:45,MANHATTAN,10035,40.8049947,-73.9348695,"(40.8049947, -73.9348695)",EAST 127 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315606,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,18:45,BROOKLYN,11223,40.6099861,-73.9623778,"(40.6099861, -73.9623778)",CONEY ISLAND AVENUE,AVENUE P,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316931,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:45,BRONX,10462,40.8334144,-73.8590554,"(40.8334144, -73.8590554)",WESTCHESTER AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316322,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
10/15/2015,18:33,,,,,,148 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,3316619,PASSENGER VEHICLE,,,,
10/15/2015,18:30,QUEENS,11433,40.7021668,-73.7923913,"(40.7021668, -73.7923913)",165 STREET,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3316574,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:26,QUEENS,11354,40.7571844,-73.8339571,"(40.7571844, -73.8339571)",COLLEGE POINT BOULEVARD,40 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316037,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:25,BROOKLYN,11210,40.6296168,-73.9424729,"(40.6296168, -73.9424729)",EAST 35 STREET,AVENUE I,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3315761,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:25,BRONX,10467,40.8748223,-73.8769895,"(40.8748223, -73.8769895)",PERRY AVENUE,EAST 206 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315736,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:25,BRONX,10461,40.8463591,-73.844621,"(40.8463591, -73.844621)",EASTCHESTER ROAD,WATERS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315714,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,18:15,,,40.7711354,-73.7625465,"(40.7711354, -73.7625465)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3316655,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/15/2015,18:15,,,,,,BRUCKNER BOULEVARD,EDISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315685,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:15,MANHATTAN,10001,40.7502939,-73.9948425,"(40.7502939, -73.9948425)",8 AVENUE,WEST 31 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316762,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,18:14,BRONX,10453,40.8583897,-73.9027807,"(40.8583897, -73.9027807)",EAST 183 STREET,WALTON AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3316356,BUS,PASSENGER VEHICLE,,,
10/15/2015,18:13,QUEENS,11356,40.7832211,-73.8458553,"(40.7832211, -73.8458553)",18 AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316039,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,18:12,MANHATTAN,10024,40.7846103,-73.9698334,"(40.7846103, -73.9698334)",WEST 85 STREET,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316261,PASSENGER VEHICLE,TAXI,,,
10/15/2015,18:06,BRONX,10468,40.8596442,-73.8998217,"(40.8596442, -73.8998217)",CRESTON AVENUE,EAST 184 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3315694,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:05,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315495,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:04,STATEN ISLAND,10304,40.5924121,-74.1091103,"(40.5924121, -74.1091103)",FOUR CORNERS ROAD,COLLEGE PLACE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3316162,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:04,MANHATTAN,10022,40.7635887,-73.9714096,"(40.7635887, -73.9714096)",EAST 59 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3316235,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/15/2015,18:00,QUEENS,11368,40.7435699,-73.8627497,"(40.7435699, -73.8627497)",99 STREET,ALSTYNE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3316054,VAN,PASSENGER VEHICLE,,,
10/15/2015,18:00,QUEENS,11361,40.7636333,-73.7821027,"(40.7636333, -73.7821027)",38 AVENUE,204 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3316658,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:00,BROOKLYN,11224,40.5789366,-73.9852115,"(40.5789366, -73.9852115)",CROPSEY AVENUE,NEPTUNE AVENUE,,1,0,1,0,0,0,0,0,Glare,,,,,3316395,PASSENGER VEHICLE,,,,
10/15/2015,18:00,,,40.7039378,-73.9598425,"(40.7039378, -73.9598425)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316522,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:00,,,40.6963852,-73.8744794,"(40.6963852, -73.8744794)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316580,BUS,SPORT UTILITY / STATION WAGON,,,
10/15/2015,18:00,MANHATTAN,10017,40.7528008,-73.9792862,"(40.7528008, -73.9792862)",MADISON AVENUE,EAST 42 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3315534,SPORT UTILITY / STATION WAGON,BUS,,,
10/15/2015,18:00,BROOKLYN,11212,40.6607702,-73.9197423,"(40.6607702, -73.9197423)",KINGS HIGHWAY,ROCKAWAY PARKWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316420,BUS,PASSENGER VEHICLE,,,
10/15/2015,18:00,BRONX,10475,40.8845482,-73.832337,"(40.8845482, -73.832337)",BOSTON ROAD,SECOR AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3316367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,18:00,BRONX,10457,40.8542925,-73.9002599,"(40.8542925, -73.9002599)",RYER AVENUE,EAST 181 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3319477,VAN,PASSENGER VEHICLE,,,
10/15/2015,17:55,,,,,,164 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3316617,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:55,,,,,,101 STREET,85 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316557,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:52,,,,,,CASTLETON AVENUE,PARK AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316683,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:51,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316248,PASSENGER VEHICLE,OTHER,,,
10/15/2015,17:50,BROOKLYN,11207,40.6801624,-73.893187,"(40.6801624, -73.893187)",JAMAICA AVENUE,MILLER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316466,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/15/2015,17:48,QUEENS,11370,40.7646768,-73.8851276,"(40.7646768, -73.8851276)",ASTORIA BOULEVARD,84 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3317851,SPORT UTILITY / STATION WAGON,VAN,,,
10/15/2015,17:45,BROOKLYN,11201,40.6936492,-73.9833217,"(40.6936492, -73.9833217)",FLATBUSH AVENUE EXTENSION,MYRTLE AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3317069,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,17:42,BROOKLYN,11236,40.644445,-73.9132578,"(40.644445, -73.9132578)",EAST 88 STREET,AVENUE D,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315795,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:40,QUEENS,11414,40.6675904,-73.8526038,"(40.6675904, -73.8526038)",151 AVENUE,82 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3316604,UNKNOWN,,,,
10/15/2015,17:40,,,40.8462399,-73.9181776,"(40.8462399, -73.9181776)",JESUP AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316344,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,17:40,STATEN ISLAND,10306,40.5645369,-74.1316997,"(40.5645369, -74.1316997)",AMBOY ROAD,CLARKE AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3316160,PASSENGER VEHICLE,,,,
10/15/2015,17:40,MANHATTAN,10013,40.7250257,-74.0058952,"(40.7250257, -74.0058952)",VARICK STREET,DOMINICK STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Traffic Control Disregarded,,,,3315476,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,17:36,,,,,,BOSTON ROAD,PELHAM PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315715,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:36,QUEENS,11411,40.7029599,-73.7433062,"(40.7029599, -73.7433062)",MURDOCK AVENUE,212 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,3316597,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:35,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Obstruction/Debris,,,,3316523,VAN,PASSENGER VEHICLE,,,
10/15/2015,17:35,BRONX,10452,40.8411332,-73.9239954,"(40.8411332, -73.9239954)",JEROME AVENUE,ELLIOT PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316345,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:34,QUEENS,11412,40.7023333,-73.7661239,"(40.7023333, -73.7661239)",110 ROAD,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316098,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:30,,,40.6670627,-73.7391857,"(40.6670627, -73.7391857)",,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,3316595,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,17:30,MANHATTAN,10027,40.8133899,-73.9562587,"(40.8133899, -73.9562587)",WEST 125 STREET,AMSTERDAM AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3315612,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,17:30,MANHATTAN,10009,40.7236497,-73.9852841,"(40.7236497, -73.9852841)",AVENUE A,EAST 3 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Outside Car Distraction,,,,3322854,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,17:30,,,40.7554843,-73.7417243,"(40.7554843, -73.7417243)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316657,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/15/2015,17:30,,,40.7243677,-73.7550075,"(40.7243677, -73.7550075)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316618,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,17:30,QUEENS,11426,40.733527,-73.7260311,"(40.733527, -73.7260311)",239 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316596,VAN,VAN,,,
10/15/2015,17:30,MANHATTAN,10026,40.8006591,-73.9543925,"(40.8006591, -73.9543925)",WEST 112 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3315614,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:30,BROOKLYN,11238,40.6818696,-73.9558186,"(40.6818696, -73.9558186)",FRANKLIN AVENUE,HANCOCK STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316494,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,17:30,BROOKLYN,11225,40.6639058,-73.9509752,"(40.6639058, -73.9509752)",NOSTRAND AVENUE,EMPIRE BOULEVARD,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3316438,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,17:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",ALEXANDER AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3315638,PASSENGER VEHICLE,AMBULANCE,,,
10/15/2015,17:28,MANHATTAN,10023,40.7705293,-73.980111,"(40.7705293, -73.980111)",CENTRAL PARK WEST,WEST 63 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316262,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
10/15/2015,17:25,MANHATTAN,10013,40.7225499,-74.006299,"(40.7225499, -74.006299)",VARICK STREET,CANAL STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,3316171,OTHER,UNKNOWN,,,
10/15/2015,17:21,BROOKLYN,11213,40.6694023,-73.9421971,"(40.6694023, -73.9421971)",EASTERN PARKWAY,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3316444,AMBULANCE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315693,SPORT UTILITY / STATION WAGON,OTHER,,,
10/15/2015,17:20,BROOKLYN,11223,40.5993141,-73.9857472,"(40.5993141, -73.9857472)",STILLWELL AVENUE,25 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317512,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:15,BROOKLYN,11234,40.6332432,-73.9332537,"(40.6332432, -73.9332537)",GLENDALE COURT,EAST 45 STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3316403,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,17:15,BROOKLYN,11211,40.710246,-73.9583896,"(40.710246, -73.9583896)",HAVEMEYER STREET,BORINQUEN PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3315908,PASSENGER VEHICLE,,,,
10/15/2015,17:10,,,,,,,,PARING LOT OF 72-15 KISSENA BLVD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3316616,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,17:10,BRONX,10452,40.8323165,-73.9316013,"(40.8323165, -73.9316013)",SEDGWICK AVENUE,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3316336,OTHER,PASSENGER VEHICLE,,,
