DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/15/2015,8:20,BROOKLYN,11234,40.6109011,-73.9252156,"(40.6109011, -73.9252156)",AVENUE T,HENDRICKSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315763,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/15/2015,8:20,BROOKLYN,11207,40.679561,-73.8988988,"(40.679561, -73.8988988)",HIGHLAND BOULEVARD,FANCHON PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3315826,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:18,,,,,,,,4178 VICTORY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,3316150,UNKNOWN,,,,
10/15/2015,8:15,,,,,,FOREST AVENUE,RICHMOND AVENUE,,1,0,0,0,0,0,1,0,Passenger Distraction,Passenger Distraction,,,,3316148,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,8:15,MANHATTAN,10024,40.7839764,-73.9702995,"(40.7839764, -73.9702995)",WEST 84 STREET,CENTRAL PARK WEST,,1,0,0,0,0,0,1,0,Outside Car Distraction,Other Vehicular,,,,3315584,PASSENGER VEHICLE,LIVERY VEHICLE,,,
10/15/2015,8:15,QUEENS,11420,40.6668946,-73.8054526,"(40.6668946, -73.8054526)",NORTH CONDUIT AVENUE,134 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316605,UNKNOWN,UNKNOWN,,,
10/15/2015,8:15,MANHATTAN,10030,40.8202957,-73.9437749,"(40.8202957, -73.9437749)",WEST 141 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3315619,PASSENGER VEHICLE,TAXI,,,
10/15/2015,8:13,BRONX,10456,40.8279273,-73.9009354,"(40.8279273, -73.9009354)",HOME STREET,TINTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3319419,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,8:10,BRONX,10459,40.8267939,-73.891911,"(40.8267939, -73.891911)",SOUTHERN BOULEVARD,EAST 167 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3315648,PASSENGER VEHICLE,,,,
10/15/2015,8:07,MANHATTAN,10065,40.7647874,-73.9684309,"(40.7647874, -73.9684309)",PARK AVENUE,EAST 62 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3315569,BUS,,,,
10/15/2015,8:00,STATEN ISLAND,10310,40.6357689,-74.1174608,"(40.6357689, -74.1174608)",WINEGAR LANE,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316141,UNKNOWN,PASSENGER VEHICLE,,,
10/15/2015,8:00,STATEN ISLAND,10305,40.6093576,-74.0626491,"(40.6093576, -74.0626491)",BAY STREET,FINGERBOARD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316139,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:00,QUEENS,11435,40.6880939,-73.7952116,"(40.6880939, -73.7952116)",SUTPHIN BOULEVARD,111 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316091,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,8:00,QUEENS,11358,40.7597028,-73.8003012,"(40.7597028, -73.8003012)",NORTHERN BOULEVARD,166 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3316028,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:00,QUEENS,11106,40.7643491,-73.9234585,"(40.7643491, -73.9234585)",31 STREET,31 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317249,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,8:00,MANHATTAN,10033,40.8511845,-73.9286613,"(40.8511845, -73.9286613)",AMSTERDAM AVENUE,WEST 186 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315626,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,16:30,BROOKLYN,11214,40.610456,-73.9957537,"(40.610456, -73.9957537)",19 AVENUE,78 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:30,BROOKLYN,11209,40.6292955,-74.0286769,"(40.6292955, -74.0286769)",3 AVENUE,78 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3315787,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,16:30,BROOKLYN,11207,40.6806649,-73.9026216,"(40.6806649, -73.9026216)",BUSHWICK AVENUE,CONWAY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316462,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:30,BROOKLYN,11203,40.6491612,-73.9455084,"(40.6491612, -73.9455084)",EAST 34 STREET,SNYDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316419,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,16:20,MANHATTAN,10019,40.7656758,-73.9762353,"(40.7656758, -73.9762353)",AVENUE OF THE AMERICAS,CENTRAL PARK SOUTH,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,3316228,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,16:20,,,,,,JEWEL AVENUE,PARK DRIVE EAST,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3316615,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,16:20,QUEENS,11101,40.7497328,-73.9360965,"(40.7497328, -73.9360965)",NORTHERN BOULEVARD,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3317263,BUS,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:20,BROOKLYN,11226,40.6526435,-73.9497689,"(40.6526435, -73.9497689)",NOSTRAND AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316418,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,16:16,QUEENS,11435,40.7014601,-73.8041291,"(40.7014601, -73.8041291)",150 STREET,ARCHER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3316569,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:15,MANHATTAN,10040,40.8571535,-73.9273969,"(40.8571535, -73.9273969)",FORT GEORGE AVENUE,AUDUBON AVENUE,,2,0,0,0,0,0,2,0,Unspecified,,,,,3316831,PASSENGER VEHICLE,,,,
10/15/2015,16:15,,,,,,UNION TURNPIKE,AUSTIN STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3316556,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:15,BRONX,10469,40.8745048,-73.8520655,"(40.8745048, -73.8520655)",BOSTON ROAD,EAST 212 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3316369,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,16:14,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316378,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
10/15/2015,16:11,BRONX,10461,40.8533234,-73.8537357,"(40.8533234, -73.8537357)",,,1957 WILLIAMSBRIDGE RD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316892,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,16:10,BROOKLYN,11224,40.5798042,-73.9718339,"(40.5798042, -73.9718339)",NEPTUNE AVENUE,WEST 5 STREET,,1,0,1,0,0,0,0,0,Outside Car Distraction,,,,,3316394,PASSENGER VEHICLE,,,,
10/15/2015,13:30,QUEENS,11360,40.7759661,-73.7824451,"(40.7759661, -73.7824451)",KENNEDY STREET,27 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,3316082,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,13:26,QUEENS,11101,40.7488518,-73.9471087,"(40.7488518, -73.9471087)",21 STREET,44 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316008,VAN,VAN,,,
10/15/2015,13:25,BRONX,10470,40.9023555,-73.8682024,"(40.9023555, -73.8682024)",VANCORTLANDT PARK EAST,KATONAH AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3316362,UNKNOWN,,,,
10/15/2015,13:25,MANHATTAN,10031,40.8221092,-73.9480838,"(40.8221092, -73.9480838)",WEST 141 STREET,CONVENT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315611,SPORT UTILITY / STATION WAGON,TAXI,,,
10/15/2015,13:25,BROOKLYN,11210,40.6198157,-73.9435908,"(40.6198157, -73.9435908)",EAST 32 STREET,AVENUE M,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,13:25,BROOKLYN,11205,40.6932879,-73.9738559,"(40.6932879, -73.9738559)",MYRTLE AVENUE,WASHINGTON PARK,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3315892,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/15/2015,13:20,BROOKLYN,11230,40.6126538,-73.9618576,"(40.6126538, -73.9618576)",AVENUE O,EAST 12 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315803,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/15/2015,13:15,MANHATTAN,10002,40.7150376,-73.9968076,"(40.7150376, -73.9968076)",BOWERY,BAYARD STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,13:13,MANHATTAN,10035,40.7986267,-73.9395205,"(40.7986267, -73.9395205)",EAST 117 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315603,PASSENGER VEHICLE,OTHER,,,
10/15/2015,13:07,MANHATTAN,10035,40.7966809,-73.9349137,"(40.7966809, -73.9349137)",EAST 117 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315604,PASSENGER VEHICLE,BICYCLE,,,
10/15/2015,13:00,MANHATTAN,10003,40.7305643,-73.9905071,"(40.7305643, -73.9905071)",EAST 9 STREET,4 AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3316192,TAXI,TAXI,,,
10/15/2015,13:00,,,,,,EAST 163 STREET,STEBBINS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3315651,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,13:00,QUEENS,11434,40.6666971,-73.7671284,"(40.6666971, -73.7671284)",SOUTH CONDUIT AVENUE,FARMERS BOULEVARD,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3316598,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,13:00,,,40.6983238,-73.9622533,"(40.6983238, -73.9622533)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316513,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
10/15/2015,13:00,,,,,,WEST 230 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315724,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,13:00,,,,,,SOUTH AVENUE,FOREST AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316152,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,13:00,QUEENS,11416,40.6874288,-73.8415911,"(40.6874288, -73.8415911)",102 STREET,97 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316559,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,13:00,QUEENS,11413,40.6789913,-73.7540847,"(40.6789913, -73.7540847)",,,L/O 134-66 SPRINGFIELD BLVD,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,3316094,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,13:00,MANHATTAN,10029,40.7839338,-73.9442245,"(40.7839338, -73.9442245)",EAST 97 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,13:00,BROOKLYN,11237,40.6984101,-73.9133102,"(40.6984101, -73.9133102)",GATES AVENUE,IRVING AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315878,OTHER,OTHER,,,
10/15/2015,13:00,BROOKLYN,11223,40.5979864,-73.9641058,"(40.5979864, -73.9641058)",AVENUE U,EAST 7 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3315751,PASSENGER VEHICLE,OTHER,,,
10/15/2015,12:57,BROOKLYN,11224,40.5764978,-73.9765186,"(40.5764978, -73.9765186)",,,2956 WEST 8 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316397,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,12:53,STATEN ISLAND,10305,40.5979121,-74.0836066,"(40.5979121, -74.0836066)",HYLAN BOULEVARD,PARKINSON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316158,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,12:50,MANHATTAN,10001,40.7497883,-73.9877686,"(40.7497883, -73.9877686)",WEST 34 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3318612,TAXI,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:47,BROOKLYN,11209,40.622896,-74.0223882,"(40.622896, -74.0223882)",82 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,,3316422,UNKNOWN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
10/15/2015,12:45,QUEENS,11422,40.663084,-73.7337925,"(40.663084, -73.7337925)",143 AVENUE,248 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3315959,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:45,QUEENS,11367,40.7158041,-73.8244755,"(40.7158041, -73.8244755)",134 STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315987,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,12:45,BROOKLYN,11216,40.6817737,-73.9435997,"(40.6817737, -73.9435997)",MACON STREET,TOMPKINS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316493,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
10/15/2015,12:40,,,40.7365231,-73.9283288,"(40.7365231, -73.9283288)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3317185,FIRE TRUCK,PASSENGER VEHICLE,,,
10/15/2015,12:39,QUEENS,11377,40.7537088,-73.9029876,"(40.7537088, -73.9029876)",58 STREET,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316007,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,12:35,BROOKLYN,11217,40.6897366,-73.9761037,"(40.6897366, -73.9761037)",DEKALB AVENUE,SOUTH ELLIOTT PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315891,SPORT UTILITY / STATION WAGON,BICYCLE,,,
10/15/2015,12:30,,,40.8579711,-73.8727118,"(40.8579711, -73.8727118)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3316392,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:30,QUEENS,11423,40.7188891,-73.7644677,"(40.7188891, -73.7644677)",198 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315930,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,12:30,MANHATTAN,10002,40.7183032,-73.9873956,"(40.7183032, -73.9873956)",DELANCEY STREET,NORFOLK STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3315492,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:30,BROOKLYN,11222,40.7227739,-73.9470933,"(40.7227739, -73.9470933)",MC GUINNESS BOULEVARD,DRIGGS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3315914,VAN,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:30,BRONX,10471,40.8896286,-73.9114694,"(40.8896286, -73.9114694)",WEST 239 STREET,BLACKSTONE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315723,BUS,SMALL COM VEH(4 TIRES),,,
10/15/2015,12:25,BROOKLYN,11225,40.6627147,-73.9450215,"(40.6627147, -73.9450215)",LEFFERTS AVENUE,BALFOUR PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316439,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:20,MANHATTAN,10011,40.732928,-74.0000649,"(40.732928, -74.0000649)",6 AVENUE,WAVERLY PLACE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3316184,SMALL COM VEH(4 TIRES),LIVERY VEHICLE,,,
10/15/2015,12:20,BROOKLYN,11238,40.682374,-73.9616086,"(40.682374, -73.9616086)",FULTON STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316519,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:20,BROOKLYN,11238,40.682374,-73.9616086,"(40.682374, -73.9616086)",FULTON STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3318313,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
10/15/2015,12:15,STATEN ISLAND,10314,40.6129438,-74.1247682,"(40.6129438, -74.1247682)",VICTORY BOULEVARD,LESTER STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317270,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:15,BROOKLYN,11232,40.6563733,-74.0093779,"(40.6563733, -74.0093779)",2 AVENUE,37 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315815,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,12:11,BROOKLYN,11210,40.6295078,-73.9441554,"(40.6295078, -73.9441554)",FLATBUSH AVENUE,AVENUE I,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3324824,OTHER,VAN,,,
10/15/2015,12:10,,,,,,COLLEGE POINT BOULEVARD,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3316032,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,12:04,MANHATTAN,10019,40.7589494,-73.9684806,"(40.7589494, -73.9684806)",WEST 58 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3319315,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/15/2015,12:00,,,,,,,,PARKING LOT: 162-54 CROSS BAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315976,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,12:00,,,,,,94 STREET,GCP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3317267,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,12:00,MANHATTAN,10023,40.7802816,-73.9815199,"(40.7802816, -73.9815199)",WEST 74 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Outside Car Distraction,,,,3316263,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/15/2015,12:00,BROOKLYN,11232,40.6587973,-73.9997765,"(40.6587973, -73.9997765)",4 AVENUE,28 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315813,OTHER,OTHER,,,
10/15/2015,12:00,BROOKLYN,11230,40.6238257,-73.9736957,"(40.6238257, -73.9736957)",EAST 3 STREET,AVENUE J,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316969,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,12:00,BROOKLYN,11223,40.6042826,-73.973048,"(40.6042826, -73.973048)",KINGS HIGHWAY,LAKE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3317511,PASSENGER VEHICLE,UNKNOWN,,,
10/15/2015,12:00,BROOKLYN,11213,40.6662772,-73.9341398,"(40.6662772, -73.9341398)",SCHENECTADY AVENUE,CARROLL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316443,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:50,QUEENS,11369,40.7671539,-73.8836865,"(40.7671539, -73.8836865)",DITMARS BOULEVARD,23 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3317847,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:50,,,40.7703195,-73.902476,"(40.7703195, -73.902476)",,,DITMARS BLVD & 46 ST (GAS STATION),0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316117,PASSENGER VEHICLE,,,,
10/15/2015,11:50,,,,,,QUEENS PLAZA SOUTH,27 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316002,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:50,QUEENS,11377,40.7418634,-73.9075049,"(40.7418634, -73.9075049)",58 STREET,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316006,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:50,QUEENS,11372,40.749062,-73.8908172,"(40.749062, -73.8908172)",75 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3316125,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:50,MANHATTAN,10024,40.7831465,-73.978327,"(40.7831465, -73.978327)",AMSTERDAM AVENUE,WEST 79 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315583,PASSENGER VEHICLE,TAXI,,,
10/15/2015,11:50,BROOKLYN,11228,40.6114054,-74.009512,"(40.6114054, -74.009512)",86 STREET,15 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3316959,PASSENGER VEHICLE,OTHER,,,
10/15/2015,11:48,BROOKLYN,11214,40.6072584,-74.0026435,"(40.6072584, -74.0026435)",18 AVENUE,86 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3316958,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
10/15/2015,11:46,,,,,,REMSEN AVENUE,LENOX ROAD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3316414,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/15/2015,11:44,BROOKLYN,11223,40.5965076,-73.9775054,"(40.5965076, -73.9775054)",WEST 6 STREET,AVENUE U,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315746,PASSENGER VEHICLE,VAN,,,
10/15/2015,11:43,BROOKLYN,11231,40.6758423,-73.9990374,"(40.6758423, -73.9990374)",COURT STREET,HUNTINGTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3315847,VAN,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:42,BROOKLYN,11206,40.7025684,-73.9502507,"(40.7025684, -73.9502507)",LORIMER STREET,UNION AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3315905,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:40,,,,,,HYLAN BOULEVARD,TYSENS LANE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3316157,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:40,STATEN ISLAND,10304,40.5910225,-74.1009095,"(40.5910225, -74.1009095)",RICHMOND ROAD,FOUR CORNERS ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316159,VAN,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:40,QUEENS,11417,40.6766192,-73.8578979,"(40.6766192, -73.8578979)",79 STREET,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3316603,UNKNOWN,PASSENGER VEHICLE,,,
10/15/2015,11:40,MANHATTAN,10035,40.8040657,-73.9326634,"(40.8040657, -73.9326634)",EAST 127 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3315601,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/15/2015,11:40,MANHATTAN,10019,40.7647362,-73.988033,"(40.7647362, -73.988033)",9 AVENUE,WEST 52 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3317351,VAN,PASSENGER VEHICLE,,,
10/15/2015,11:33,BROOKLYN,11226,40.6428878,-73.9545255,"(40.6428878, -73.9545255)",BEDFORD AVENUE,CLARENDON ROAD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3316413,PASSENGER VEHICLE,,,,
10/15/2015,11:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3315681,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/15/2015,11:30,QUEENS,11373,40.7460655,-73.8753614,"(40.7460655, -73.8753614)",WHITNEY AVENUE,ELBERTSON STREET,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,3316051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
