DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/10/2016,12:15,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",LINCOLN AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3386688,PASSENGER VEHICLE,VAN,,,
02/10/2016,16:30,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",BRUCKNER BOULEVARD,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3387208,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/10/2016,17:35,BRONX,10454,40.8090715,-73.9115694,"(40.8090715, -73.9115694)",SAINT MARYS STREET,POWERS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3386690,PASSENGER VEHICLE,UNKNOWN,,,
02/09/2016,10:38,BRONX,10454,40.8060668,-73.9090412,"(40.8060668, -73.9090412)",BRUCKNER BOULEVARD,EAST 141 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3386111,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/09/2016,16:35,BRONX,10454,40.8079057,-73.9200454,"(40.8079057, -73.9200454)",EAST 138 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3386114,OTHER,PASSENGER VEHICLE,,,
02/09/2016,7:02,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3386110,VAN,PASSENGER VEHICLE,,,
02/08/2016,13:40,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3385575,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/08/2016,1:15,BRONX,10454,40.8092668,-73.9085311,"(40.8092668, -73.9085311)",EAST 144 STREET,WALES AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3385568,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
02/06/2016,0:30,BRONX,10454,40.8063253,-73.9095863,"(40.8063253, -73.9095863)",EAST 141 STREET,WALES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3384529,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/06/2016,14:05,BRONX,10454,40.8137314,-73.9220867,"(40.8137314, -73.9220867)",EAST 144 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385028,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/06/2016,14:20,BRONX,10454,40.8093447,-73.9135125,"(40.8093447, -73.9135125)",BEECH TERRACE,BEEKMAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385570,PASSENGER VEHICLE,UNKNOWN,,,
02/06/2016,14:20,BRONX,10454,40.8093447,-73.9135125,"(40.8093447, -73.9135125)",BEECH TERRACE,BEEKMAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3385576,PASSENGER VEHICLE,UNKNOWN,,,
02/06/2016,10:55,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",EAST 140 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3384527,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
02/05/2016,5:22,BRONX,10454,40.811651,-73.914474,"(40.811651, -73.914474)",EAST 145 STREET,SAINT ANNS AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3383989,PASSENGER VEHICLE,,,,
02/05/2016,15:55,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET,CYPRESS AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3383992,PASSENGER VEHICLE,,,,
02/05/2016,21:52,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Prescription Medication,,,,3384525,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/04/2016,13:32,BRONX,10454,40.8082617,-73.9188059,"(40.8082617, -73.9188059)",BROOK AVENUE,EAST 139 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3383394,OTHER,PASSENGER VEHICLE,OTHER,,
02/04/2016,13:16,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD,EAST 140 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3383396,PASSENGER VEHICLE,VAN,,,
02/04/2016,17:36,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,3383400,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/04/2016,13:45,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",ALEXANDER AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3385034,UNKNOWN,UNKNOWN,,,
02/03/2016,17:00,BRONX,10454,40.8079057,-73.9200454,"(40.8079057, -73.9200454)",EAST 138 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3382751,BUS,PASSENGER VEHICLE,,,
02/03/2016,3:37,BRONX,10454,40.8059881,-73.9214492,"(40.8059881, -73.9214492)",EAST 135 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3382745,PICK-UP TRUCK,PASSENGER VEHICLE,,,
02/03/2016,19:23,BRONX,10454,40.8042301,-73.9129984,"(40.8042301, -73.9129984)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3382750,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2016,19:00,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",EAST 138 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3383386,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/03/2016,14:00,BRONX,10454,40.8071531,-73.9082053,"(40.8071531, -73.9082053)",SOUTHERN BOULEVARD,EAST 142 STREET,,3,0,0,0,0,0,3,0,Fatigued/Drowsy,Unspecified,,,,3382748,PASSENGER VEHICLE,OTHER,,,
02/02/2016,8:54,BRONX,10454,40.8046157,-73.9066556,"(40.8046157, -73.9066556)",EAST 141 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381970,PICK-UP TRUCK,PICK-UP TRUCK,,,
02/02/2016,0:28,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",EAST 138 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381969,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/02/2016,19:45,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3382744,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
02/01/2016,19:30,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",ALEXANDER AVENUE,EAST 135 STREET,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,3381967,PASSENGER VEHICLE,BICYCLE,,,
02/01/2016,14:26,BRONX,10454,40.8003425,-73.9141887,"(40.8003425, -73.9141887)",EAST 132 STREET,WILLOW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3381268,SMALL COM VEH(4 TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
02/01/2016,12:15,BRONX,10454,40.802916,-73.9202825,"(40.802916, -73.9202825)",EAST 132 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3381968,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
02/01/2016,23:20,BRONX,10454,40.8116502,-73.9210343,"(40.8116502, -73.9210343)",EAST 142 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3381971,VAN,,,,
02/01/2016,17:36,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3381266,PASSENGER VEHICLE,VAN,,,
01/30/2016,16:35,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3380673,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/30/2016,17:05,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3380672,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/30/2016,18:10,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3380668,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
01/29/2016,17:20,BRONX,10454,40.8107277,-73.9246479,"(40.8107277, -73.9246479)",EAST 139 STREET,ALEXANDER AVENUE,,1,0,0,0,1,0,0,0,,,,,,3380049,PASSENGER VEHICLE,BICYCLE,,,
01/29/2016,18:45,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",EAST 138 STREET,WILLIS AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3380048,SPORT UTILITY / STATION WAGON,,,,
01/29/2016,22:23,BRONX,10454,40.8061229,-73.9179524,"(40.8061229, -73.9179524)",EAST 137 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3380050,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/29/2016,8:44,BRONX,10454,40.811651,-73.914474,"(40.811651, -73.914474)",EAST 145 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3380042,UNKNOWN,PASSENGER VEHICLE,,,
01/29/2016,9:32,BRONX,10454,40.8060668,-73.9090412,"(40.8060668, -73.9090412)",BRUCKNER BOULEVARD,EAST 141 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3379502,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/28/2016,9:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",WALNUT AVENUE,EAST 141 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3378904,OTHER,UNKNOWN,,,
01/27/2016,12:40,BRONX,10454,40.8003425,-73.9141887,"(40.8003425, -73.9141887)",EAST 132 STREET,WILLOW AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3378181,VAN,SPORT UTILITY / STATION WAGON,,,
01/27/2016,16:50,BRONX,10454,40.8057762,-73.9097049,"(40.8057762, -73.9097049)",,,,0,0,0,0,0,0,0,0,Other Electronic Device,,,,,3378899,PASSENGER VEHICLE,,,,
01/27/2016,14:50,BRONX,10454,40.8048401,-73.9127887,"(40.8048401, -73.9127887)",EAST 138 STREET,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3378903,BUS,PASSENGER VEHICLE,,,
01/27/2016,12:48,BRONX,10454,40.8068402,-73.9274915,"(40.8068402, -73.9274915)",BRUCKNER BOULEVARD,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3378176,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/26/2016,15:58,BRONX,10454,40.8059881,-73.9214492,"(40.8059881, -73.9214492)",EAST 135 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3377392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/26/2016,6:40,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Driver Inattention/Distraction,,,,3377387,PASSENGER VEHICLE,PICK-UP TRUCK,,,
01/26/2016,6:04,BRONX,10454,40.8033664,-73.9060541,"(40.8033664, -73.9060541)",LOCUST AVENUE,EAST 140 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3377394,LARGE COM VEH(6 OR MORE TIRES),,,,
01/26/2016,11:50,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3377389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/24/2016,14:10,BRONX,10454,40.8082617,-73.9188059,"(40.8082617, -73.9188059)",EAST 139 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3376478,PASSENGER VEHICLE,UNKNOWN,,,
01/24/2016,9:19,BRONX,10454,40.8096442,-73.9103657,"(40.8096442, -73.9103657)",JACKSON AVENUE,EAST 144 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3376477,PICK-UP TRUCK,UNKNOWN,,,
01/23/2016,16:00,BRONX,10454,40.8119786,-73.9237252,"(40.8119786, -73.9237252)",EAST 141 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3375768,VAN,SPORT UTILITY / STATION WAGON,,,
01/23/2016,3:30,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3375767,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/22/2016,16:40,BRONX,10454,40.8068225,-73.9174784,"(40.8068225, -73.9174784)",EAST 138 STREET,SAINT ANNS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3375759,PASSENGER VEHICLE,BICYCLE,,,
01/22/2016,8:48,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3375217,PASSENGER VEHICLE,,,,
01/22/2016,0:05,BRONX,10454,40.8048401,-73.9127887,"(40.8048401, -73.9127887)",EAST 138 STREET,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3375214,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/22/2016,15:00,BRONX,10454,40.8016264,-73.9096721,"(40.8016264, -73.9096721)",WALNUT AVENUE,EAST 136 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3375221,PASSENGER VEHICLE,UNKNOWN,,,
01/22/2016,5:40,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",BRUCKNER BOULEVARD,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3375216,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/21/2016,14:59,BRONX,10454,40.7991676,-73.9102859,"(40.7991676, -73.9102859)",LOCUST AVENUE,EAST 133 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3374651,PASSENGER VEHICLE,UNKNOWN,,,
01/21/2016,23:45,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",LINCOLN AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3375213,SPORT UTILITY / STATION WAGON,,,,
01/21/2016,8:36,BRONX,10454,40.8092668,-73.9085311,"(40.8092668, -73.9085311)",EAST 144 STREET,WALES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3374650,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/20/2016,16:29,BRONX,10454,40.8079057,-73.9200454,"(40.8079057, -73.9200454)",EAST 138 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3373978,PASSENGER VEHICLE,,,,
01/20/2016,20:54,BRONX,10454,40.8034803,-73.9077986,"(40.8034803, -73.9077986)",EAST 139 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3373977,PASSENGER VEHICLE,UNKNOWN,,,
01/20/2016,7:50,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",BRUCKNER BOULEVARD,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3373972,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/19/2016,18:50,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET,CYPRESS AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3373231,UNKNOWN,PASSENGER VEHICLE,,,
01/19/2016,20:32,BRONX,10454,40.8062738,-73.914098,"(40.8062738, -73.914098)",EAST 139 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3373233,UNKNOWN,PASSENGER VEHICLE,,,
01/19/2016,9:50,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",WILLIS AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3373227,BUS,SPORT UTILITY / STATION WAGON,,,
01/18/2016,21:40,BRONX,10454,40.8075593,-73.9192258,"(40.8075593, -73.9192258)",EAST 138 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3372815,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/18/2016,14:44,BRONX,10454,40.8090601,-73.907538,"(40.8090601, -73.907538)",SOUTHERN BOULEVARD,EAST 144 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,3372812,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/17/2016,16:49,BRONX,10454,40.8097792,-73.9223984,"(40.8097792, -73.9223984)",WILLIS AVENUE,EAST 139 STREET,,1,0,1,0,0,0,0,0,Lost Consciousness,,,,,3372808,UNKNOWN,,,,
01/17/2016,4:30,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3372257,UNKNOWN,,,,
01/17/2016,4:11,BRONX,10454,40.807749,-73.9196988,"(40.807749, -73.9196988)",BROOK AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Illness,Lost Consciousness,,,,3372256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/16/2016,16:26,BRONX,10454,40.8087895,-73.9161827,"(40.8087895, -73.9161827)",EAST 141 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Illness,Illness,,,,3372250,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/16/2016,2:55,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3371724,TAXI,PASSENGER VEHICLE,,,
01/14/2016,8:50,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",EAST 135 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3370579,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/14/2016,13:13,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3370584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/14/2016,18:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3370587,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/14/2016,18:56,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3370589,PASSENGER VEHICLE,OTHER,,,
01/13/2016,18:06,BRONX,10454,40.8052252,-73.9257558,"(40.8052252, -73.9257558)",WILLIS AVENUE,EAST 132 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3370576,SPORT UTILITY / STATION WAGON,TAXI,,,
01/13/2016,22:25,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD,EAST 140 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3370578,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/13/2016,14:11,BRONX,10454,40.8119414,-73.9255532,"(40.8119414, -73.9255532)",EAST 140 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3369950,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/12/2016,12:14,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3369205,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
01/12/2016,18:20,BRONX,10454,40.8077033,-73.9295459,"(40.8077033, -73.9295459)",BRUCKNER BOULEVARD,LINCOLN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3369946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/12/2016,11:13,BRONX,10454,40.8042214,-73.9113374,"(40.8042214, -73.9113374)",WILLOW AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3369203,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/11/2016,9:23,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD,EAST 140 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3368583,BUS,PASSENGER VEHICLE,,,
01/11/2016,13:53,BRONX,10454,40.8016648,-73.9132226,"(40.8016648, -73.9132226)",EAST 134 STREET,WILLOW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3368586,PASSENGER VEHICLE,OTHER,,,
