DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/05/2015,9:45,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,3309835,OTHER,PASSENGER VEHICLE,,,
10/05/2015,12:38,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3309836,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/05/2015,14:00,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,3309839,VAN,OTHER,,,
10/04/2015,11:55,BRONX,10454,40.8048719,-73.9149956,"(40.8048719, -73.9149956)",EAST 137 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3309172,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/04/2015,19:30,BRONX,10454,40.8062284,-73.9120572,"(40.8062284, -73.9120572)",EAST 140 STREET,JACKSON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3309171,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/03/2015,19:30,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3308603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/03/2015,11:45,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3309168,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/03/2015,19:35,BRONX,10454,40.8128241,-73.923829,"(40.8128241, -73.923829)",EAST 142 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3309173,PASSENGER VEHICLE,,,,
10/02/2015,19:12,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3308011,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
10/02/2015,23:15,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3309167,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/02/2015,5:23,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3307323,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
10/02/2015,17:40,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3309166,PASSENGER VEHICLE,UNKNOWN,,,
10/02/2015,11:50,BRONX,10454,40.8109488,-73.9271438,"(40.8109488, -73.9271438)",LINCOLN AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,,,,,3307328,UNKNOWN,OTHER,,,
09/30/2015,15:15,BRONX,10454,40.8053681,-73.9218942,"(40.8053681, -73.9218942)",BROWN PLACE,EAST 134 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3306075,PASSENGER VEHICLE,OTHER,,,
09/30/2015,14:45,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3307327,PASSENGER VEHICLE,OTHER,,,
09/29/2015,8:05,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3308016,VAN,VAN,,,
09/29/2015,20:35,BRONX,10454,40.8060668,-73.9090412,"(40.8060668, -73.9090412)",EAST 141 STREET,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3306071,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2015,14:20,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3305393,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2015,21:52,BRONX,10454,40.8103523,-73.9176004,"(40.8103523, -73.9176004)",EAST 142 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3306070,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
09/28/2015,23:08,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",BROOK AVENUE,EAST 139 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3305389,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/28/2015,11:51,BRONX,10454,40.8043441,-73.9215703,"(40.8043441, -73.9215703)",BRUCKNER BOULEVARD,BROOK AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3305386,PASSENGER VEHICLE,VAN,,,
09/28/2015,5:40,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3305385,PASSENGER VEHICLE,UNKNOWN,,,
09/27/2015,20:15,BRONX,10454,40.8039083,-73.9184356,"(40.8039083, -73.9184356)",EAST 134 STREET,SAINT ANNS PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3305384,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/26/2015,9:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",BROOK AVENUE,EAST 136 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,Unspecified,,3303694,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/26/2015,12:23,BRONX,10454,40.8068402,-73.9274915,"(40.8068402, -73.9274915)",BRUCKNER BOULEVARD,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3303695,PASSENGER VEHICLE,UNKNOWN,,,
09/25/2015,14:45,BRONX,10454,40.8119414,-73.9255532,"(40.8119414, -73.9255532)",EAST 140 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3303178,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/25/2015,0:36,BRONX,10454,40.8051834,-73.9060154,"(40.8051834, -73.9060154)",,,400 WALNUT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3303171,LARGE COM VEH(6 OR MORE TIRES),,,,
09/25/2015,13:21,BRONX,10454,40.8109926,-73.9148469,"(40.8109926, -73.9148469)",EAST 144 STREET,SAINT ANN'S AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3303179,SPORT UTILITY / STATION WAGON,,,,
09/25/2015,21:30,BRONX,10454,40.8068735,-73.9197215,"(40.8068735, -73.9197215)",EAST 137 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3303692,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
09/25/2015,4:00,BRONX,10454,40.8125986,-73.923273,"(40.8125986, -73.923273)",ALEXANDER AVENUE,EAST 142 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3303174,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/24/2015,19:00,BRONX,10454,40.8123855,-73.9246821,"(40.8123855, -73.9246821)",EAST 141 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3303169,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
09/23/2015,17:16,BRONX,10454,40.8123855,-73.9246821,"(40.8123855, -73.9246821)",EAST 141 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3302112,PASSENGER VEHICLE,UNKNOWN,,,
09/23/2015,14:20,BRONX,10454,40.8089229,-73.918433,"(40.8089229, -73.918433)",BROOK AVENUE,EAST 140 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3302110,PASSENGER VEHICLE,,,,
09/22/2015,7:14,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,1,0,1,0,0,0,0,0,Failure to Keep Right,Failure to Keep Right,,,,3301475,PASSENGER VEHICLE,UNKNOWN,,,
09/22/2015,16:30,BRONX,10454,40.8061229,-73.9179524,"(40.8061229, -73.9179524)",EAST 137 STREET,SAINT ANNS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3302105,PASSENGER VEHICLE,OTHER,,,
09/22/2015,18:50,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3301481,PASSENGER VEHICLE,OTHER,,,
09/21/2015,8:30,BRONX,10454,40.80565,-73.9206152,"(40.80565, -73.9206152)",EAST 135 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3301474,PASSENGER VEHICLE,UNKNOWN,,,
09/21/2015,14:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3301469,PASSENGER VEHICLE,OTHER,,,
09/21/2015,20:30,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",EAST 135 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3301477,PASSENGER VEHICLE,UNKNOWN,,,
09/21/2015,9:44,BRONX,10454,40.8040453,-73.9072235,"(40.8040453, -73.9072235)",EAST 140 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3300778,LIVERY VEHICLE,UNKNOWN,,,
09/20/2015,22:57,BRONX,10454,40.804696,-73.9223863,"(40.804696, -73.9223863)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3300762,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/20/2015,20:00,BRONX,10454,40.8082617,-73.9188059,"(40.8082617, -73.9188059)",EAST 139 STREET,BROOK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3300765,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/20/2015,6:00,BRONX,10454,40.8035576,-73.9118331,"(40.8035576, -73.9118331)",WILLOW AVENUE,EAST 137 STREET,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,3300771,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,,
09/19/2015,0:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",BRUCKNER BOULEVARD,BROWN PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3301468,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/19/2015,16:54,BRONX,10454,40.80565,-73.9206152,"(40.80565, -73.9206152)",EAST 135 STREET,BROOK AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3300776,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/18/2015,15:20,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3298868,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/18/2015,5:35,BRONX,10454,40.8068402,-73.9274915,"(40.8068402, -73.9274915)",BRUCKNER BOULEVARD,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3298865,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
09/18/2015,23:23,BRONX,10454,40.8075593,-73.9192258,"(40.8075593, -73.9192258)",BROOK AVENUE,EAST 138 STREET,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,3300045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/17/2015,17:00,BRONX,10454,40.8003425,-73.9141887,"(40.8003425, -73.9141887)",WILLOW AVENUE,EAST 132 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3298862,SPORT UTILITY / STATION WAGON,OTHER,,,
09/17/2015,1:52,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3298114,OTHER,TAXI,,,
09/17/2015,17:35,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",EAST 135 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3298863,PASSENGER VEHICLE,UNKNOWN,,,
09/16/2015,17:25,BRONX,10454,40.811033,-73.9214866,"(40.811033, -73.9214866)",EAST 141 STREET,WILLIS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3306079,UNKNOWN,PASSENGER VEHICLE,,,
09/16/2015,7:45,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3297448,OTHER,PASSENGER VEHICLE,,,
09/16/2015,8:15,BRONX,10454,40.8075069,-73.9270031,"(40.8075069, -73.9270031)",EAST 134 STREET,ALEXANDER AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3297445,OTHER,VAN,PASSENGER VEHICLE,,
09/15/2015,18:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3296811,AMBULANCE,OTHER,,,
09/15/2015,17:57,BRONX,10454,40.8060668,-73.9090412,"(40.8060668, -73.9090412)",BRUCKNER BOULEVARD,EAST 141 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3297444,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/14/2015,20:55,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",WILLIS AVENUE,EAST 138 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,,,3296799,PASSENGER VEHICLE,,,,
09/14/2015,18:45,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3296798,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/14/2015,17:50,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",EAST 138 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3296807,OTHER,UNKNOWN,,,
09/14/2015,7:45,BRONX,10454,40.8128929,-73.9201189,"(40.8128929, -73.9201189)",EAST 144 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3296260,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/12/2015,19:26,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3296792,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/11/2015,12:03,BRONX,10454,40.8042657,-73.9154515,"(40.8042657, -73.9154515)",EAST 136 STREET,CYPRESS AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3294481,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
09/11/2015,13:05,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3294482,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2015,18:39,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3294477,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2015,6:30,BRONX,10454,40.8021996,-73.9090934,"(40.8021996, -73.9090934)",WALNUT AVENUE,EAST 137 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3293714,PASSENGER VEHICLE,OTHER,,,
09/09/2015,17:48,BRONX,10454,40.7998519,-73.9114588,"(40.7998519, -73.9114588)",EAST 133 STREET,WALNUT AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3293712,PASSENGER VEHICLE,UNKNOWN,,,
09/09/2015,15:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3296803,OTHER,PASSENGER VEHICLE,,,
09/09/2015,8:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3292980,SPORT UTILITY / STATION WAGON,BUS,,,
09/09/2015,15:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3294479,OTHER,PASSENGER VEHICLE,,,
09/09/2015,11:55,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Fatigued/Drowsy,Unspecified,,3292981,UNKNOWN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
09/09/2015,13:30,BRONX,10454,40.811651,-73.914474,"(40.811651, -73.914474)",EAST 145 STREET,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3293708,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
09/09/2015,15:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3293710,OTHER,PASSENGER VEHICLE,,,
09/08/2015,21:13,BRONX,10454,40.8049944,-73.9113446,"(40.8049944, -73.9113446)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3292978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/08/2015,15:00,BRONX,10454,40.8107277,-73.9246479,"(40.8107277, -73.9246479)",EAST 139 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3292973,PASSENGER VEHICLE,UNKNOWN,,,
09/08/2015,17:35,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,1,0,0,0,0,0,1,0,Other Vehicular,Fatigued/Drowsy,,,,3292975,SPORT UTILITY / STATION WAGON,OTHER,,,
09/08/2015,5:00,BRONX,10454,40.8113504,-73.924192,"(40.8113504, -73.924192)",EAST 140 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3292128,PASSENGER VEHICLE,,,,
09/08/2015,6:10,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",WILLIS AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3292131,PASSENGER VEHICLE,,,,
09/07/2015,21:00,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3292130,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/06/2015,5:45,BRONX,10454,40.8075593,-73.9192258,"(40.8075593, -73.9192258)",BROOK AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3291615,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/06/2015,3:30,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD,EAST 140 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3291622,VAN,MOTORCYCLE,,,
09/05/2015,14:14,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3290558,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/05/2015,10:05,BRONX,10454,40.8048401,-73.9127887,"(40.8048401, -73.9127887)",JACKSON AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3290559,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/04/2015,16:05,BRONX,10454,40.8043441,-73.9215703,"(40.8043441, -73.9215703)",BRUCKNER BOULEVARD,BROOK AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3290552,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/04/2015,18:48,BRONX,10454,40.8078095,-73.9238384,"(40.8078095, -73.9238384)",WILLIS AVENUE,EAST 136 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3290038,PASSENGER VEHICLE,OTHER,,,
09/04/2015,6:50,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3290034,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/04/2015,17:00,BRONX,10454,40.8059881,-73.9214492,"(40.8059881, -73.9214492)",EAST 135 STREET,BROWN PLACE,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3290553,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/03/2015,20:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,,,,3290030,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/03/2015,18:00,BRONX,10454,40.8049049,-73.9188208,"(40.8049049, -73.9188208)",SAINT ANNS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3289393,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/03/2015,17:30,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3289392,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/03/2015,9:30,BRONX,10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)",EAST 138 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3289390,OTHER,OTHER,,,
09/03/2015,8:19,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3289389,PASSENGER VEHICLE,OTHER,,,
09/02/2015,9:53,BRONX,10454,40.8042214,-73.9113374,"(40.8042214, -73.9113374)",EAST 138 STREET,WILLOW AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3288714,PASSENGER VEHICLE,OTHER,,,
09/02/2015,1:40,BRONX,10454,40.8071867,-73.9242798,"(40.8071867, -73.9242798)",WILLIS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3288713,SPORT UTILITY / STATION WAGON,OTHER,,,
09/01/2015,9:45,BRONX,10454,40.8052252,-73.9257558,"(40.8052252, -73.9257558)",EAST 132 STREET,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3288023,PASSENGER VEHICLE,UNKNOWN,,,
09/01/2015,19:45,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3288709,PASSENGER VEHICLE,OTHER,,,
09/01/2015,12:55,BRONX,10454,40.8052252,-73.9257558,"(40.8052252, -73.9257558)",WILLIS AVENUE,EAST 132 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3288026,OTHER,UNKNOWN,,,
09/01/2015,12:24,BRONX,10454,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3288025,OTHER,OTHER,,,
09/01/2015,7:10,BRONX,10454,40.8049049,-73.9188208,"(40.8049049, -73.9188208)",SAINT ANNS AVENUE,EAST 135 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3288024,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/31/2015,6:47,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",EAST 138 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3287380,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/30/2015,3:53,BRONX,10454,40.8068225,-73.9174784,"(40.8068225, -73.9174784)",EAST 138 STREET,SAINT ANN'S AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3287373,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/30/2015,4:55,BRONX,10454,40.8055605,-73.9144963,"(40.8055605, -73.9144963)",CYPRESS AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3287374,PASSENGER VEHICLE,OTHER,,,
